id,category,expected_path,expected_handler,question
Q01081,education_condition,llm,symptom_rag,Can diet alone manage Halitosis?
Q01082,drug_info,deterministic,drug_lookup,Tell me about the medicine Omnacortil.
Q01083,education_condition,llm,symptom_rag,Can children get Urge Incontinence?
Q01084,education_condition,llm,symptom_rag,Can children get Female Infertility?
Q01085,drug_interaction,deterministic,drug_interaction_query,Can I take Seroflo 250 and paracetamol together?
Q01086,education_condition,llm,symptom_rag,How does Male Hypogonadism affect daily life?
Q01087,triage_emergency,deterministic,triage_emergency,Help — my father collapsed and is unconscious!
Q01088,education_condition,llm,symptom_rag,What is Hematuria?
Q01089,education_condition,llm,symptom_rag,What lifestyle changes help with Tinnitus?
Q01090,education_condition,llm,symptom_rag,How is Benign Paroxysmal Positional Vertigo diagnosed?
Q01091,education_condition,llm,symptom_rag,What is the difference between mild and severe Tropical Calcific Pancreatitis?
Q01092,education_condition,llm,symptom_rag,How is Pityriasis Capitis (Dandruff) usually treated?
Q01093,education_condition,llm,symptom_rag,What questions should I ask my doctor about Extrapulmonary Tuberculosis (EPTB)?
Q01094,education_condition,llm,symptom_rag,What complications can Female Infertility lead to if untreated?
Q01095,triage_self_harm,deterministic,triage_self_harm,lately I feel there is no reason to live — I don't know who to talk to.
Q01096,education_condition,llm,symptom_rag,How often should I get screened for Primary Hyperparathyroidism?
Q01097,education_condition,llm,symptom_rag,How often should I get screened for Tinea Versicolor Pityriasis Versicolor?
Q01098,triage_emergency,deterministic,triage_emergency,URGENT: my husband can't breathe properly at all
Q01099,off_topic,deterministic,scope_decline,Help me with html and css for my website. Thank you.
Q01100,triage_emergency,deterministic,triage_emergency,URGENT: my grandfather collapsed and is unresponsive
Q01101,drug_info,deterministic,drug_lookup,What are the substitutes of Eltroxin?
Q01102,education_condition,llm,symptom_rag,What is the difference between mild and severe Pressure Ulcers?
Q01103,education_condition,llm,symptom_rag,What tests are used to check for Spondylosis?
Q01104,drug_info,deterministic,drug_lookup,Is Eno habit forming?
Q01105,education_condition,llm,symptom_rag,Does Celiac Disease run in families?
Q01106,education_condition,llm,symptom_rag,What complications can Rosacea lead to if untreated?
Q01107,drug_interaction,deterministic,drug_interaction_query,Can I take Mox 500 and paracetamol together?
Q01108,drug_interaction,deterministic,drug_interaction_query,Can I take Mox 500 with alcohol?
Q01109,drug_info,deterministic,drug_lookup,What are Cyclopam tablets used for?
Q01110,education_condition,llm,symptom_rag,What causes Trigger Finger?
Q01111,triage_emergency,deterministic,triage_emergency,"I'm panicking, my wife's face is drooping and her speech is slurred."
Q01112,drug_info,deterministic,drug_lookup,Tell me about the tablet Janumet.
Q01113,education_condition,llm,symptom_rag,How does Anemia in Pregnancy affect daily life?
Q01114,education_condition,llm,symptom_rag,How does Trigeminal Neuralgia affect daily life?
Q01115,education_condition,llm,symptom_rag,Does Deviated Nasal Septum run in families?
Q01116,drug_info,deterministic,drug_lookup,Side effects of omeprazole?
Q01117,education_condition,llm,symptom_rag,How is Prostatitis usually treated?
Q01118,ability_metric,deterministic,data_handler_metric,"Please, what's my most recent cholesterol level?"
Q01119,education_condition,llm,symptom_rag,Does Social Anxiety Disorder run in families?
Q01120,education_condition,llm,symptom_rag,What is the difference between mild and severe Noise-Induced Hearing Loss?
Q01121,education_condition,llm,symptom_rag,How does Keloids & Hypertrophic Scars affect daily life?
Q01122,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Taeniasis Tapeworm?
Q01123,ability_document,deterministic,data_handler_document,"Please, what was my last test report?"
Q01124,ability_tracker,deterministic,data_handler_tracker,I smoked three cigarettes today.
Q01125,education_condition,llm,symptom_rag,Does stress make Angina Pectoris (stable unstable) worse?
Q01126,drug_interaction,deterministic,drug_interaction_query,Does Norflox TZ interact with metformin?
Q01127,education_condition,llm,symptom_rag,What is the difference between mild and severe Hyperuricemia (asymptomatic)?
Q01128,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Mpox?
Q01129,education_condition,llm,symptom_rag,Can diet alone manage Otitis Externa?
Q01130,model_probe,deterministic,conversational,What chatbot are you? Be honest.
Q01131,education_condition,llm,symptom_rag,What foods should I avoid if I have Cholelithiasis?
Q01132,education_condition,llm,symptom_rag,Can diet alone manage Edentulism Partial Tooth Loss?
Q01133,education_condition,llm,symptom_rag,Can Tinea Pedis come back after treatment?
Q01134,education_condition,llm,symptom_rag,Does Tinea Corporis run in families?
Q01135,triage_high,deterministic,triage_high,I have severe chest pain since an hour — what could this be?
Q01136,education_condition,llm,symptom_rag,Is Genitourinary Syndrome of Menopause more common in men or women?
Q01137,education_condition,llm,symptom_rag,What are the early symptoms of Heart Failure (HFrEF HFpEF)?
Q01138,education_condition,llm,symptom_rag,Does Takayasu Arteritis run in families?
Q01139,education_condition,llm,symptom_rag,How is Chlamydia usually treated?
Q01140,symptom_mild,llm,symptom_rag,I have a small mouth ulcer. Should I be worried?
Q01141,education_condition,llm,symptom_rag,Can Bullous Pemphigoid come back after treatment?
Q01142,education_condition,llm,symptom_rag,Can exercise help manage Pleural Effusion?
Q01143,education_condition,llm,symptom_rag,"Are there support resources for people with Specific Learning Disorders (dyslexia, dyscalculia, dysgraphia)?"
Q01144,education_condition,llm,symptom_rag,Can Presbyopia come back after treatment?
Q01145,education_condition,llm,symptom_rag,My father was just diagnosed with Oral submucous fibrosis. What should our family know?
Q01146,symptom_mild,llm,symptom_rag,I've been having tired legs by evening for a few days. What could it be?
Q01147,education_condition,llm,symptom_rag,Is Human Metapneumovirus hereditary? My mother has it.
Q01148,education_condition,llm,symptom_rag,What foods should I avoid if I have Central Sleep Apnea?
Q01149,education_condition,llm,symptom_rag,"What lifestyle changes help with Nail Disorders (pitting, clubbing, koilonychia)?"
Q01150,drug_info,deterministic,drug_lookup,Is Pan 40 habit forming?
Q01151,education_condition,llm,symptom_rag,What is Human Metapneumovirus?
Q01152,drug_info,deterministic,drug_lookup,What are the substitutes of fluoxetine?
Q01153,education_condition,llm,symptom_rag,"What age does Hernia (inguinal, umbilical, hiatal, incisional) usually start?"
Q01154,triage_high,deterministic,triage_high,there is blood in my vomit — what could this be?
Q01155,education_condition,llm,symptom_rag,How is Hydrocephalus Normal Pressure Hydrocephalus diagnosed?
Q01156,drug_info,deterministic,drug_lookup,Tell me about the tablet Cheston Cold.
Q01157,education_condition,llm,symptom_rag,What are the early symptoms of Male Hypogonadism?
Q01158,education_condition,llm,symptom_rag,What is Peptic Ulcer Disease (gastric duodenal)?
Q01159,education_condition,llm,symptom_rag,How is Pelvic Organ Prolapse usually treated?
Q01160,triage_self_harm,deterministic,triage_self_harm,"I have been having suicidal thoughts, and I feel very alone."
Q01161,education_condition,llm,symptom_rag,What tests are used to check for Frozen Shoulder Adhesive Capsulitis?
Q01162,education_condition,llm,symptom_rag,Can diet alone manage Mastoiditis?
Q01163,ability_tracker,deterministic,data_handler_tracker,Log 2 cigarettes for today.
Q01164,education_condition,llm,symptom_rag,Can Abdominal Central Obesity be prevented?
Q01165,drug_interaction,deterministic,drug_interaction_query,Can I take Augmentin 625 with alcohol?
Q01166,ability_suggestion,deterministic,data_handler_suggestion,One more thing: give me lifestyle tips for my diabetes.
Q01167,ability_tracker,deterministic,data_handler_tracker,I smoked 4 cigarettes today.
Q01168,greeting,deterministic,conversational,hello doctor
Q01169,education_condition,llm,symptom_rag,What foods should I avoid if I have Recurrent aphthous stomatitis (mouth ulcers)?
Q01170,education_condition,llm,symptom_rag,Are there support resources for people with Transient Ischemic Attack?
Q01171,education_condition,llm,symptom_rag,What tests are used to check for Lichen Planus?
Q01172,education_condition,llm,symptom_rag,Is Pneumonia more common in men or women?
Q01173,education_condition,llm,symptom_rag,Can children get Post-Traumatic Stress Disorder?
Q01174,drug_info,deterministic,drug_lookup,Alternatives to metoprolol?
Q01175,data_query,deterministic,data_query,"Please, show me my pedigree."
Q01176,education_condition,llm,symptom_rag,What foods should I avoid if I have Alcoholic Fatty Liver Disease?
Q01177,data_query,deterministic,data_query,What are my conditions on record? Thank you.
Q01178,education_condition,llm,symptom_rag,Is Androgenic Alopecia curable or only manageable?
Q01179,education_condition,llm,symptom_rag,Can Septic Arthritis come back after treatment?
Q01180,education_condition,llm,symptom_rag,What age does Shigellosis Bacillary Dysentery usually start?
Q01181,education_condition,llm,symptom_rag,What complications can Bruxism lead to if untreated?
Q01182,ability_document,deterministic,data_handler_document,Can you help me with this: when was my daughter's last checkup?
Q01183,education_condition,llm,symptom_rag,How serious is Teething Discomfort (infant)?
Q01184,education_condition,llm,symptom_rag,What lifestyle changes help with Graves' Disease?
Q01185,education_condition,llm,symptom_rag,How does Pressure Ulcers affect daily life?
Q01186,education_condition,llm,symptom_rag,Is Urolithiasis hereditary? My mother has it.
Q01187,ability_tracker,deterministic,data_handler_tracker,Log 10 cigarettes for today.
Q01188,drug_interaction,deterministic,drug_interaction_query,Is it safe to take Evion 400 with ibuprofen?
Q01189,drug_info,deterministic,drug_lookup,What are the substitutes of Zerodol SP?
Q01190,education_condition,llm,symptom_rag,What foods should I avoid if I have Diabetes mellitus?
Q01191,education_condition,llm,symptom_rag,What questions should I ask my doctor about MASH (Metabolic dysfunction-associated steatohepatitis)?
Q01192,education_condition,llm,symptom_rag,Can Shigellosis Bacillary Dysentery come back after treatment?
Q01193,education_condition,llm,symptom_rag,Can children get Vasomotor Symptoms (hot flushes)?
Q01194,education_condition,llm,symptom_rag,How serious is Generalised Obesity?
Q01195,education_condition,llm,symptom_rag,Can children get Corns & Calluses?
Q01196,education_condition,llm,symptom_rag,Are there support resources for people with Intellectual Disability?
Q01197,education_condition,llm,symptom_rag,Can Rhinitis come back after treatment?
Q01198,education_condition,llm,symptom_rag,What lifestyle changes help with Insomnia Disorder?
Q01199,education_condition,llm,symptom_rag,What age does Prediabetes usually start?
Q01200,data_query,deterministic,data_query,Quick question — what are my conditions on record?
Q01201,hinglish_triage,deterministic,triage,meri maa ko saans nahi aa rahi
Q01202,education_condition,llm,symptom_rag,What lifestyle changes help with Diabetes mellitus?
Q01203,education_condition,llm,symptom_rag,Does stress make Chlamydia worse?
Q01204,education_condition,llm,symptom_rag,Can Coal Worker's Pneumoconiosis come back after treatment?
Q01205,education_condition,llm,symptom_rag,Can Japanese Encephalitis come back after treatment?
Q01206,education_condition,llm,symptom_rag,Can children get Generalized Anxiety Disorder?
Q01207,education_condition,llm,symptom_rag,How is Anemia in Pregnancy monitored over time?
Q01208,ability_tracker,deterministic,data_handler_tracker,I drank one cups of chai today.
Q01209,education_condition,llm,symptom_rag,Can Molluscum Contagiosum come back after treatment?
Q01210,education_condition,llm,symptom_rag,Can diet alone manage Impacted Third Molar?
